"id","recommendationId","recommendation","category","priority","justification","contextData","estimatedImpact","estimatedSavings","status","executedBy","executedAt","actualImpact","effectiveness","remarks","timestamp","updatedAt"
"cmhsbk2uj0iefmaft8r60oyu3","REC-0000075","Recommendation 75 - Optimize operational efficiency","FUEL_EFFICIENCY","MEDIUM","Based on historical data analysis and current trends","{""source"":""AI_ANALYSIS"",""dataPoints"":381}","Positive impact on efficiency",40560873.55434685,"IGNORED",,,,,,"2025-10-05T23:02:55.225Z","2025-11-09T23:02:55.340Z"
"cmhsbk2uk0iegmaftaxtpvamd","REC-0000076","Recommendation 76 - Optimize operational efficiency","SAFETY","URGENT","Based on historical data analysis and current trends","{""source"":""AI_ANALYSIS"",""dataPoints"":298}",,38010954.39643104,"PENDING",,,,,,"2025-10-31T23:02:55.225Z","2025-11-09T23:02:55.341Z"
"cmhsbk2um0iehmaftjsquizh1","REC-0000077","Recommendation 77 - Optimize operational efficiency","PRODUCTION","LOW","Based on historical data analysis and current trends","{""source"":""AI_ANALYSIS"",""dataPoints"":760}","Positive impact on efficiency",35296060.36172766,"IGNORED",,,,,,"2025-10-28T23:02:55.225Z","2025-11-09T23:02:55.342Z"
"cmhsbk2un0ieimaftd9fjmbl1","REC-0000078","Recommendation 78 - Optimize operational efficiency","MAINTENANCE","LOW","Based on historical data analysis and current trends","{""source"":""AI_ANALYSIS"",""dataPoints"":443}",,43906691.77709237,"PENDING",,,,,,"2025-09-16T23:02:55.225Z","2025-11-09T23:02:55.343Z"
"cmhsbk2uo0iejmaft98fxfx7q","REC-0000079","Recommendation 79 - Optimize operational efficiency","FUEL_EFFICIENCY","LOW","Based on historical data analysis and current trends","{""source"":""AI_ANALYSIS"",""dataPoints"":804}",,45262231.8462,"PENDING",,,,,,"2025-11-05T23:02:55.225Z","2025-11-09T23:02:55.345Z"
"cmhsbk2uq0iekmafto5mkwvjf","REC-0000080","Recommendation 80 - Optimize operational efficiency","MAINTENANCE","MEDIUM","Based on historical data analysis and current trends","{""source"":""AI_ANALYSIS"",""dataPoints"":823}",,25317630.7177582,"PENDING",,,,,,"2025-10-23T23:02:55.225Z","2025-11-09T23:02:55.346Z"
"cmhsbk2ur0ielmaft1bpgushw","REC-0000081","Recommendation 81 - Optimize operational efficiency","FUEL_EFFICIENCY","HIGH","Based on historical data analysis and current trends","{""source"":""AI_ANALYSIS"",""dataPoints"":933}","Positive impact on efficiency",35721837.07226922,"EXECUTED","cmhsbjke8000emaftxno1b7zv","2025-10-11T04:08:18.871Z","Implemented successfully",0.9083965350879297,,"2025-10-05T23:02:55.225Z","2025-11-09T23:02:55.347Z"
"cmhsbk2ut0iemmaftig3jz6ww","REC-0000082","Recommendation 82 - Optimize operational efficiency","PRODUCTION","HIGH","Based on historical data analysis and current trends","{""source"":""AI_ANALYSIS"",""dataPoints"":560}",,34721197.51729526,"PENDING",,,,,,"2025-10-17T23:02:55.225Z","2025-11-09T23:02:55.349Z"
"cmhsbk2uv0ienmaftztfl6rv1","REC-0000083","Recommendation 83 - Optimize operational efficiency","PRODUCTION","MEDIUM","Based on historical data analysis and current trends","{""source"":""AI_ANALYSIS"",""dataPoints"":604}","Positive impact on efficiency",48988824.71797089,"IGNORED",,,,,,"2025-09-12T23:02:55.225Z","2025-11-09T23:02:55.351Z"
"cmhsbk2uw0ieomaft5f55qk1t","REC-0000084","Recommendation 84 - Optimize operational efficiency","ALLOCATION","HIGH","Based on historical data analysis and current trends","{""source"":""AI_ANALYSIS"",""dataPoints"":180}",,34222065.55486513,"PENDING",,,,,,"2025-11-05T23:02:55.225Z","2025-11-09T23:02:55.352Z"
"cmhsbk2ux0iepmaft4jyzdfhz","REC-0000085","Recommendation 85 - Optimize operational efficiency","MAINTENANCE","MEDIUM","Based on historical data analysis and current trends","{""source"":""AI_ANALYSIS"",""dataPoints"":890}","Positive impact on efficiency",30082844.68301589,"EXECUTED","cmhsbjked000imafthnf2qkbi","2025-11-03T00:53:25.674Z","Implemented successfully",0.6555887805813193,,"2025-10-25T23:02:55.225Z","2025-11-09T23:02:55.354Z"
"cmhsbk2uz0ieqmaftcelv3zuh","REC-0000086","Recommendation 86 - Optimize operational efficiency","ALLOCATION","URGENT","Based on historical data analysis and current trends","{""source"":""AI_ANALYSIS"",""dataPoints"":427}","Positive impact on efficiency",31560027.5781188,"IGNORED",,,,,,"2025-10-19T23:02:55.225Z","2025-11-09T23:02:55.355Z"
"cmhsbk2v00iermaftu1ypkvx8","REC-0000087","Recommendation 87 - Optimize operational efficiency","FUEL_EFFICIENCY","LOW","Based on historical data analysis and current trends","{""source"":""AI_ANALYSIS"",""dataPoints"":43}",,52442352.32390635,"PENDING",,,,,,"2025-10-31T23:02:55.225Z","2025-11-09T23:02:55.357Z"
"cmhsbk2v20iesmaftx7zzd8w7","REC-0000088","Recommendation 88 - Optimize operational efficiency","SAFETY","MEDIUM","Based on historical data analysis and current trends","{""source"":""AI_ANALYSIS"",""dataPoints"":685}","Positive impact on efficiency",5635581.839984911,"IGNORED",,,,,,"2025-10-23T23:02:55.225Z","2025-11-09T23:02:55.358Z"
"cmhsbk2v30ietmaft0d8z5q5z","REC-0000089","Recommendation 89 - Optimize operational efficiency","SAFETY","HIGH","Based on historical data analysis and current trends","{""source"":""AI_ANALYSIS"",""dataPoints"":966}","Positive impact on efficiency",5799174.654150592,"EXECUTED","cmhsbjkej000mmaftkhfh4ked","2025-10-30T11:39:40.510Z","Implemented successfully",0.7876670666425072,,"2025-10-22T23:02:55.225Z","2025-11-09T23:02:55.360Z"
"cmhsbk2v40ieumaftwzsxq6l4","REC-0000090","Recommendation 90 - Optimize operational efficiency","FUEL_EFFICIENCY","LOW","Based on historical data analysis and current trends","{""source"":""AI_ANALYSIS"",""dataPoints"":788}",,41980493.44150504,"PENDING",,,,,,"2025-10-10T23:02:55.225Z","2025-11-09T23:02:55.361Z"
"cmhsbk2v60ievmaft4xahuhnv","REC-0000091","Recommendation 91 - Optimize operational efficiency","ALLOCATION","MEDIUM","Based on historical data analysis and current trends","{""source"":""AI_ANALYSIS"",""dataPoints"":369}",,36558689.59265707,"PENDING",,,,,,"2025-10-27T23:02:55.225Z","2025-11-09T23:02:55.362Z"
"cmhsbk2v70iewmafthe8uuu8n","REC-0000092","Recommendation 92 - Optimize operational efficiency","ROUTE_OPTIMIZATION","URGENT","Based on historical data analysis and current trends","{""source"":""AI_ANALYSIS"",""dataPoints"":87}",,20557954.56138071,"PENDING",,,,,,"2025-11-06T23:02:55.225Z","2025-11-09T23:02:55.363Z"
"cmhsbk2v90iexmaft2lyf135s","REC-0000093","Recommendation 93 - Optimize operational efficiency","FUEL_EFFICIENCY","HIGH","Based on historical data analysis and current trends","{""source"":""AI_ANALYSIS"",""dataPoints"":37}",,20106046.00307084,"PENDING",,,,,,"2025-10-05T23:02:55.225Z","2025-11-09T23:02:55.365Z"
"cmhsbk2vb0ieymafthhws316z","REC-0000094","Recommendation 94 - Optimize operational efficiency","ALLOCATION","LOW","Based on historical data analysis and current trends","{""source"":""AI_ANALYSIS"",""dataPoints"":795}","Positive impact on efficiency",45744334.7619793,"IGNORED",,,,,,"2025-10-14T23:02:55.225Z","2025-11-09T23:02:55.367Z"
"cmhsbk2vc0iezmaftuzi23hsx","REC-0000095","Recommendation 95 - Optimize operational efficiency","SAFETY","MEDIUM","Based on historical data analysis and current trends","{""source"":""AI_ANALYSIS"",""dataPoints"":1}",,27460240.77823131,"PENDING",,,,,,"2025-10-21T23:02:55.225Z","2025-11-09T23:02:55.369Z"
"cmhsbk2ve0if0maftiucoc13g","REC-0000096","Recommendation 96 - Optimize operational efficiency","FUEL_EFFICIENCY","HIGH","Based on historical data analysis and current trends","{""source"":""AI_ANALYSIS"",""dataPoints"":363}",,7306150.813018892,"PENDING",,,,,,"2025-10-04T23:02:55.225Z","2025-11-09T23:02:55.370Z"
"cmhsbk2vf0if1maftc3u9j9jd","REC-0000097","Recommendation 97 - Optimize operational efficiency","SAFETY","LOW","Based on historical data analysis and current trends","{""source"":""AI_ANALYSIS"",""dataPoints"":992}","Positive impact on efficiency",44950461.28838961,"EXECUTED","cmhsbjkeu000umaft72sxcbfm","2025-10-08T16:09:03.126Z","Implemented successfully",0.9310321668955797,,"2025-10-04T23:02:55.225Z","2025-11-09T23:02:55.371Z"
"cmhsbk2vh0if2maftq3tfrcz1","REC-0000098","Recommendation 98 - Optimize operational efficiency","FUEL_EFFICIENCY","URGENT","Based on historical data analysis and current trends","{""source"":""AI_ANALYSIS"",""dataPoints"":239}",,21976473.27234566,"PENDING",,,,,,"2025-11-06T23:02:55.225Z","2025-11-09T23:02:55.373Z"
"cmhsbk2vi0if3maft30ks9ixn","REC-0000099","Recommendation 99 - Optimize operational efficiency","SAFETY","HIGH","Based on historical data analysis and current trends","{""source"":""AI_ANALYSIS"",""dataPoints"":841}","Positive impact on efficiency",47949810.8868366,"IGNORED",,,,,,"2025-10-07T23:02:55.225Z","2025-11-09T23:02:55.374Z"
"cmhsbk2vj0if4maftyc5ozui5","REC-0000100","Recommendation 100 - Optimize operational efficiency","SAFETY","URGENT","Based on historical data analysis and current trends","{""source"":""AI_ANALYSIS"",""dataPoints"":163}","Positive impact on efficiency",54422270.49331875,"IGNORED",,,,,,"2025-09-25T23:02:55.225Z","2025-11-09T23:02:55.376Z"
"cmhsbk2vl0if5maftfaekvfus","REC-0000101","Recommendation 101 - Optimize operational efficiency","FUEL_EFFICIENCY","HIGH","Based on historical data analysis and current trends","{""source"":""AI_ANALYSIS"",""dataPoints"":547}","Positive impact on efficiency",20192564.58625579,"IGNORED",,,,,,"2025-09-14T23:02:55.225Z","2025-11-09T23:02:55.377Z"
"cmhsbk2vm0if6maftx7phryb8","REC-0000102","Recommendation 102 - Optimize operational efficiency","ALLOCATION","URGENT","Based on historical data analysis and current trends","{""source"":""AI_ANALYSIS"",""dataPoints"":316}","Positive impact on efficiency",26367573.69625464,"IGNORED",,,,,,"2025-11-06T23:02:55.225Z","2025-11-09T23:02:55.378Z"
"cmhsbk2vn0if7mafthltzh7z6","REC-0000103","Recommendation 103 - Optimize operational efficiency","SAFETY","URGENT","Based on historical data analysis and current trends","{""source"":""AI_ANALYSIS"",""dataPoints"":334}",,6817664.719592616,"PENDING",,,,,,"2025-10-06T23:02:55.225Z","2025-11-09T23:02:55.380Z"
"cmhsbk2vp0if8maft5bbqhm00","REC-0000104","Recommendation 104 - Optimize operational efficiency","ALLOCATION","MEDIUM","Based on historical data analysis and current trends","{""source"":""AI_ANALYSIS"",""dataPoints"":422}","Positive impact on efficiency",43559228.09314813,"EXECUTED","cmhsbjkf40011maftzk8arvmv","2025-10-31T11:41:59.869Z","Implemented successfully",0.6223973269377279,,"2025-10-30T23:02:55.225Z","2025-11-09T23:02:55.381Z"
"cmhsbk2vr0if9maftpa7v3zp7","REC-0000105","Recommendation 105 - Optimize operational efficiency","SAFETY","LOW","Based on historical data analysis and current trends","{""source"":""AI_ANALYSIS"",""dataPoints"":950}","Positive impact on efficiency",42244315.90292558,"EXECUTED","cmhsbjkf50012maftrngc3r4g","2025-10-31T09:23:28.562Z","Implemented successfully",0.6367241634147506,,"2025-10-28T23:02:55.225Z","2025-11-09T23:02:55.383Z"
"cmhsbk2vs0ifamaft6nzfxgqe","REC-0000106","Recommendation 106 - Optimize operational efficiency","FUEL_EFFICIENCY","URGENT","Based on historical data analysis and current trends","{""source"":""AI_ANALYSIS"",""dataPoints"":400}","Positive impact on efficiency",28264455.00320675,"IGNORED",,,,,,"2025-10-02T23:02:55.225Z","2025-11-09T23:02:55.385Z"
"cmhsbk2vu0ifbmaft5dkk5xa1","REC-0000107","Recommendation 107 - Optimize operational efficiency","ROUTE_OPTIMIZATION","URGENT","Based on historical data analysis and current trends","{""source"":""AI_ANALYSIS"",""dataPoints"":816}","Positive impact on efficiency",27109188.45807143,"EXECUTED","cmhsbjkf80014maft46ghpdly","2025-10-01T12:20:46.942Z","Implemented successfully",0.6123709950954476,,"2025-09-28T23:02:55.225Z","2025-11-09T23:02:55.386Z"
"cmhsbk2vv0ifcmaftt50j34nn","REC-0000108","Recommendation 108 - Optimize operational efficiency","ROUTE_OPTIMIZATION","URGENT","Based on historical data analysis and current trends","{""source"":""AI_ANALYSIS"",""dataPoints"":243}","Positive impact on efficiency",42902135.63409304,"IGNORED",,,,,,"2025-09-23T23:02:55.225Z","2025-11-09T23:02:55.388Z"
"cmhsbk2vx0ifdmafthso8jld1","REC-0000109","Recommendation 109 - Optimize operational efficiency","ROUTE_OPTIMIZATION","MEDIUM","Based on historical data analysis and current trends","{""source"":""AI_ANALYSIS"",""dataPoints"":231}","Positive impact on efficiency",53138097.12622055,"IGNORED",,,,,,"2025-11-03T23:02:55.225Z","2025-11-09T23:02:55.389Z"
"cmhsbk2vy0ifemaftg1ppv0pk","REC-0000110","Recommendation 110 - Optimize operational efficiency","ROUTE_OPTIMIZATION","URGENT","Based on historical data analysis and current trends","{""source"":""AI_ANALYSIS"",""dataPoints"":680}","Positive impact on efficiency",47801520.91892894,"EXECUTED","cmhsbjkfc0017maft5m6xi7ll","2025-11-03T13:34:21.024Z","Implemented successfully",0.7914762634717931,,"2025-10-30T23:02:55.225Z","2025-11-09T23:02:55.390Z"
"cmhsbk2vz0iffmaftjgefnijx","REC-0000111","Recommendation 111 - Optimize operational efficiency","FUEL_EFFICIENCY","LOW","Based on historical data analysis and current trends","{""source"":""AI_ANALYSIS"",""dataPoints"":364}","Positive impact on efficiency",14306099.01090362,"EXECUTED","cmhsbjkfd0018maft7eaqkmge","2025-11-12T07:39:26.481Z","Implemented successfully",0.7792641360488667,,"2025-11-03T23:02:55.225Z","2025-11-09T23:02:55.392Z"
"cmhsbk2w10ifgmaftlrxne50g","REC-0000112","Recommendation 112 - Optimize operational efficiency","ROUTE_OPTIMIZATION","HIGH","Based on historical data analysis and current trends","{""source"":""AI_ANALYSIS"",""dataPoints"":219}",,8608618.613204151,"PENDING",,,,,,"2025-10-22T23:02:55.225Z","2025-11-09T23:02:55.393Z"
"cmhsbk2w20ifhmaftewaor5ct","REC-0000113","Recommendation 113 - Optimize operational efficiency","FUEL_EFFICIENCY","MEDIUM","Based on historical data analysis and current trends","{""source"":""AI_ANALYSIS"",""dataPoints"":606}","Positive impact on efficiency",10146246.98859508,"IGNORED",,,,,,"2025-09-29T23:02:55.225Z","2025-11-09T23:02:55.395Z"
"cmhsbk2w30ifimafthcbffc2h","REC-0000114","Recommendation 114 - Optimize operational efficiency","SAFETY","LOW","Based on historical data analysis and current trends","{""source"":""AI_ANALYSIS"",""dataPoints"":196}","Positive impact on efficiency",14008306.620425,"EXECUTED","cmhsbjkfh001bmaft4e8pimoj","2025-10-14T04:12:54.522Z","Implemented successfully",0.6858915052842611,,"2025-10-09T23:02:55.225Z","2025-11-09T23:02:55.396Z"
"cmhsbk2w50ifjmafth6dryrvc","REC-0000115","Recommendation 115 - Optimize operational efficiency","SAFETY","MEDIUM","Based on historical data analysis and current trends","{""source"":""AI_ANALYSIS"",""dataPoints"":443}","Positive impact on efficiency",52171836.76230194,"EXECUTED","cmhsbjkfj001cmafts1vmlkvl","2025-10-12T14:40:40.502Z","Implemented successfully",0.7158486295559722,,"2025-10-04T23:02:55.225Z","2025-11-09T23:02:55.397Z"
"cmhsbk2w70ifkmafte60c050y","REC-0000116","Recommendation 116 - Optimize operational efficiency","MAINTENANCE","LOW","Based on historical data analysis and current trends","{""source"":""AI_ANALYSIS"",""dataPoints"":895}","Positive impact on efficiency",11810538.85719256,"IGNORED",,,,,,"2025-10-15T23:02:55.225Z","2025-11-09T23:02:55.399Z"
"cmhsbk2w80iflmaft224jru22","REC-0000117","Recommendation 117 - Optimize operational efficiency","FUEL_EFFICIENCY","HIGH","Based on historical data analysis and current trends","{""source"":""AI_ANALYSIS"",""dataPoints"":673}","Positive impact on efficiency",33065697.57700748,"EXECUTED","cmhsbjkfm001emaftwp1629bg","2025-11-05T08:29:34.597Z","Implemented successfully",0.7713600206826869,,"2025-11-04T23:02:55.225Z","2025-11-09T23:02:55.401Z"
"cmhsbk2wa0ifmmaftl8tcnlzj","REC-0000118","Recommendation 118 - Optimize operational efficiency","MAINTENANCE","MEDIUM","Based on historical data analysis and current trends","{""source"":""AI_ANALYSIS"",""dataPoints"":117}","Positive impact on efficiency",53968908.93477111,"EXECUTED","cmhsbjkfn001fmaftlb78uz8o","2025-10-03T19:10:25.570Z","Implemented successfully",0.7675406246489935,,"2025-09-30T23:02:55.225Z","2025-11-09T23:02:55.402Z"
"cmhsbk2wc0ifnmaftls9kx7q2","REC-0000119","Recommendation 119 - Optimize operational efficiency","ROUTE_OPTIMIZATION","LOW","Based on historical data analysis and current trends","{""source"":""AI_ANALYSIS"",""dataPoints"":81}",,24467797.69516773,"PENDING",,,,,,"2025-11-01T23:02:55.225Z","2025-11-09T23:02:55.404Z"
"cmhsbk2wd0ifomaftvyzi5ux4","REC-0000120","Recommendation 120 - Optimize operational efficiency","MAINTENANCE","URGENT","Based on historical data analysis and current trends","{""source"":""AI_ANALYSIS"",""dataPoints"":58}",,39865870.08512423,"PENDING",,,,,,"2025-09-24T23:02:55.225Z","2025-11-09T23:02:55.406Z"
"cmhsbk2wf0ifpmaftrqgi4pmi","REC-0000121","Recommendation 121 - Optimize operational efficiency","FUEL_EFFICIENCY","MEDIUM","Based on historical data analysis and current trends","{""source"":""AI_ANALYSIS"",""dataPoints"":428}",,22953958.25274616,"PENDING",,,,,,"2025-10-27T23:02:55.225Z","2025-11-09T23:02:55.407Z"
"cmhsbk2wg0ifqmaftcpby43u7","REC-0000122","Recommendation 122 - Optimize operational efficiency","FUEL_EFFICIENCY","URGENT","Based on historical data analysis and current trends","{""source"":""AI_ANALYSIS"",""dataPoints"":880}","Positive impact on efficiency",7534044.8706614,"EXECUTED","cmhsbjkfs001jmaftkhidw659","2025-10-05T22:42:19.865Z","Implemented successfully",0.6758841577474601,,"2025-09-26T23:02:55.225Z","2025-11-09T23:02:55.409Z"
"cmhsbk2wi0ifrmaftutbrckwd","REC-0000123","Recommendation 123 - Optimize operational efficiency","ROUTE_OPTIMIZATION","URGENT","Based on historical data analysis and current trends","{""source"":""AI_ANALYSIS"",""dataPoints"":10}",,19848605.72265206,"PENDING",,,,,,"2025-09-22T23:02:55.225Z","2025-11-09T23:02:55.410Z"
"cmhsbk2wj0ifsmaftlyqdtge8","REC-0000124","Recommendation 124 - Optimize operational efficiency","SAFETY","URGENT","Based on historical data analysis and current trends","{""source"":""AI_ANALYSIS"",""dataPoints"":600}","Positive impact on efficiency",40265809.10992581,"IGNORED",,,,,,"2025-09-26T23:02:55.225Z","2025-11-09T23:02:55.412Z"
"cmhsbk2wl0iftmaftcfuyp3b5","REC-0000125","Recommendation 125 - Optimize operational efficiency","FUEL_EFFICIENCY","URGENT","Based on historical data analysis and current trends","{""source"":""AI_ANALYSIS"",""dataPoints"":588}",,26132874.60215115,"PENDING",,,,,,"2025-10-12T23:02:55.225Z","2025-11-09T23:02:55.413Z"
"cmhsbk2wn0ifumaftddalhhxn","REC-0000126","Recommendation 126 - Optimize operational efficiency","SAFETY","MEDIUM","Based on historical data analysis and current trends","{""source"":""AI_ANALYSIS"",""dataPoints"":946}","Positive impact on efficiency",30528544.48116684,"EXECUTED","cmhsbjkfy001nmaftebg9054r","2025-09-24T15:31:20.929Z","Implemented successfully",0.8764931268967817,,"2025-09-15T23:02:55.225Z","2025-11-09T23:02:55.415Z"
